"자치구명","생년월일","성별","동일세대_학령기인구수","동일세대_미취학아동수","직업군","평균_문자대상자수","평균_통화대상자수","평균_통화량","세대주여부","1인가구여부","주택보유여부","대출여부","연체여부","사업자여부","동일세대_세대원_수","추정연소득","추정연소득_백분위","총자산평가금액","순자산평가금액","차량보유","총대출약정금액","주택담보대출약정금액","신용대출약정금액","자동차대출약정금액","카드소비금액","신용카드소비금액","체크카드소비금액","일시불이용금액","할부이용금액","현금서비스이용금액","해외카드이용금액","신용카드기관수","체크카드기관수","카드사_최근1년_월평균_이용금액","가맹점합산이용금액","가맹점분류_이용비중1","가맹점분류_이용비중2","가맹점분류_이용비중3","가맹점분류_이용비중4","가맹점분류_이용비중5","가맹점분류_이용비중6","가맹점분류_이용비중7","가맹점분류_이용비중8","가맹점분류_이용비중9","가맹점분류_이용비중10","가맹점분류_이용비중11","가맹점분류_이용비중12","가맹점분류_이용비중13","가맹점분류_이용비중14","가맹점분류_이용비중15","가맹점분류_이용비중16","가맹점분류_이용비중17","가맹점분류_이용비중18","가맹점분류_이용비중19","배달앱_이용금액","제주도지역_이용금액","해외여행_이용금액","마케팅_슈퍼마켓_이용금액","마케팅_편의점_이용금액","마케팅_온라인쇼핑_이용금액","마케팅_소셜커머스_이용금액","온라인_카드사용_금액","온라인_카드사용_건수","오프라인_카드사용_금액","오프라인_카드사용_건수","주중_소비비중","3개월내_승인건수비중1","3개월내_승인건수비중2","3개월내_승인건수비중3","3개월내_승인건수비중4","3개월내_승인건수비중5","12개월내_월별_이용금액_평균","12개월내_월별_이용금액_표준편차","12개월내_월별_이용금액_최대값","12개월내_월별_이용금액_최소값","12개월내_이용금액_비중1","12개월내_이용금액_비중2","12개월내_이용금액_비중3","12개월내_이용금액_비중4","12개월내_이용금액_비중5","12개월내_이용금액_비중6","12개월내_이용금액_비중7","12개월내_이용금액_비중8","12개월내_이용금액_비중9","12개월내_이용금액_비중10","12개월내_이용금액_비중11","12개월내_이용금액_비중12","3개월내_택시_이용건수","3개월내_대중교통_총이용건수","3개월내_대중교통_이용건수1","3개월내_대중교통_이용건수2","3개월내_탑승정류장수","평일_이동_총횟수","휴일_이동_총횟수","평일_총이동거리","평일_이동속도_평균","휴일_총이동거리","휴일_이동속도_평균","택시이용_이동횟수","네비게이션이용_이동횟수","지하철_이동일수"
"성북구",1946,"남",1,1,420,NA,NA,NA,"세대주",0,0,0,0,0,6,28000,57,484240,495500,0,0,0,0,0,313,313,0,357,0,0,0,1,1,1,314000,0.145483234714004,0,0,0,0.571992110453649,0,0,0,0,0,0,0.0499408284023669,0,0.23258382642998,0,0,0,0,0,0,0,0,73000,0,0,0,10000,1,283000,5,0,0,0,0.41,0.32,0,169000,302335.93,850000,28000,0,0,0,0,0,0,0,0.1,0,0,0,0.09,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"관악구",1951,"남",1,1,910,NA,NA,NA,"세대주",0,0,0,0,0,6,26000,64,107960,107960,0,0,0,0,0,671,671,0,4,200,0,0,1,0,1,274000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,299000,9,1,0,0.41,0.23,0.2,0,342000,562164.84,1740000,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강남구",1978,"남",2,0,520,NA,NA,NA,"세대주",0,1,1,0,1,6,156440,1,1776040,1735760,0,534500,400000,180000,0,5778,2833,2945,4556,0,0,0,2,3,3,4858000,0.194270691687064,0,0,0,0.0934638745354002,0.0278306590517632,0,0.088296618620252,0,0,0.00480464146496238,0.0807723687788958,0.0177681080591062,0.20922853775723,0,0,0.0328166077418185,0.112138518719971,0.138609373583537,0,0,0,116000,210000,479000,598000,320000,3,5383000,43,0.77,0.1,0.33,0.24,0.28,0.09,2086000,690061.07,2843000,318000,0.02,0.04,0.13,0,0,0.1,0,0.03,0,0,0.04,0.02,0,20,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"영등포구",1947,"남",2,0,910,NA,NA,NA,"세대주",0,0,0,0,0,6,19000,89,805000,729750,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,39413.4,120000,0,0.4,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"마포구",1948,"남",2,0,910,31,8,77,"세대주",0,0,0,0,0,6,22000,78,115550,117520,1,0,0,0,0,1134,1107,27,740,55,0,0,2,1,1,824000,0.107295654131952,0,0,0,0.64940328754785,0,0,0,0,0,0,0,0,0.0252195451474893,0,0,0,0.218081513172709,0,0,0,0,186000,13000,0,0,17000,1,614000,65,0.82,0.04,0.08,0.36,0.43,0.05,320000,56284.35,347000,213000,0.24,0,0,0,0,0.15,0,0.06,0,0.04,0.04,0,0,5,0,0,5,95,66,1500,44,1100,41,11,0,110
"강서구",1970,"남",3,0,420,NA,NA,NA,"세대주",0,0,0,0,0,6,38000,30,323660,323660,0,0,0,0,0,574,193,381,364,0,0,0,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,46000,1,0,0,1,0,0,0,0,0,274000,317727.87,1032000,0,0.2,0,0.04,0,0,0.05,0,0,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강서구",1978,"남",4,0,420,50,21,370,"세대주",0,1,0,0,0,6,61260,9,190000,160830,0,0,0,0,0,4969,3842,1127,4194,0,0,0,4,2,2,3174000,0.553843852826802,0,0,0,0.205952737062519,0,0.0186957822315286,0.0481603350284176,0,0,0.0119653006281783,0,0,0.110978163326354,0,0,0.0161531558480407,0,0.0342506730481603,0,0,0,128000,222000,16000,10000,872000,36,2423000,157,0.9,0.02,0.19,0.39,0.31,0.01,2008000,566753.76,2603000,723000,0.04,0.07,0.16,0,0,0.15,0.01,0.01,0,0,0.2,0.01,16,67,0,5,24,69,30,690,43,730,41,91,23,13
"강서구",1959,"남",0,1,420,39,9,55,"세대주",0,1,1,0,0,6,35000,36,1599490,1778120,0,400000,430000,0,0,576,420,156,392,0,0,0,2,3,1,603000,0.29146110056926,0,0,0,0.16865275142315,0,0,0,0,0,0.00933586337760911,0,0,0.328500948766603,0,0,0,0.0853130929791271,0.11673624288425,203000,0,0,358000,2000,19000,0,115000,1,625000,41,0.5,0,0.21,0.6,0.4,0,258000,39202.89,289000,93000,0.11,0,0.01,0,0,0.31,0,0,0,0,0,0.01,0,0,0,0,0,87,39,5500,43,2000,64,43,130,100
"중구",1968,"남",0,0,910,NA,NA,NA,"세대주",0,1,1,0,0,6,33000,42,354410,351250,0,60000,0,5000,0,4082,4082,0,4505,0,0,0,4,2,2,2860000,0.444791406445166,0,0,0,0.0222333250062453,0,0.0177366974768923,0,0,0,0,0.243192605545841,0,0.0368473644766425,0,0,0,0,0.235198601049213,0,0,0,4000,0,0,0,1159000,20,2394000,33,0.68,0.14,0.18,0.09,0.21,0,1550000,209243.76,1608000,750000,0,0,0.12,0,0,0.33,0,0,0,0,0,0,0,13,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"성북구",1971,"남",0,0,910,91,52,300,"세대주",0,0,1,0,0,6,27000,60,348930,312750,0,27400,0,30000,0,19955,18926,1029,9105,2667,9420,0,2,2,5,4523000,0.307937554969217,0,0,0,0.0727792436235708,0.0337510993843448,0.058377308707124,0.103012313104661,0,0,0.00351802990325418,0,0.19283201407212,0,0,0,0.0142919964819701,0.1396218117854,0.0738786279683377,0,0,0,190000,0,0,0,40000,7,4432000,100,0.83,0.03,0.15,0.04,0.27,0.02,10409000,8980542.94,35340000,1346000,0.02,0.01,0.03,0,0,0.8,0,0,0.04,0,0,0.01,1,2,0,0,2,100,36,4500,36,1200,42,47,34,17
"중구",1958,"남",0,1,420,NA,NA,NA,"세대주",0,1,0,0,0,6,31000,47,753330,746000,0,0,0,0,0,542,542,0,494,0,0,0,2,1,1,512000,0.286069382902842,0,0,0,0.333081162866097,0,0.00572787204150005,0,0,0,0,0,0,0.37512158218956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503000,10,0.56,0,1,0,0.14,0,447000,793193.11,2716000,91000,0,0,0,0,0,0.05,0,0.04,0,0,0,0.01,0,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강서구",1981,"남",0,1,910,NA,NA,NA,"세대주",0,0,0,0,0,6,43000,22,385290,377410,0,0,0,0,0,1058,0,1058,1356,0,0,0,0,1,1,949000,0.0102579424360124,0,0,0,0,0,0,0,0,0.133652026690569,0.0273877103874116,0.329947216412708,0.0646349965142914,0.139229160442187,0,0,0,0,0.294890947116821,0,0,0,0,0,90000,0,955000,11,810000,11,0.91,0.33,0.32,0.12,0.16,0,481000,684088.84,2291000,156000,0,0,0.16,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"중구",1975,"남",3,0,420,NA,NA,NA,"세대주",0,1,0,0,0,6,62000,8,770820,776890,0,0,0,0,0,1097,587,510,995,0,0,0,1,2,1,961000,0.382439326016386,0,0,0,0.283660534858556,0,0,0,0,0,0,0,0,0.26078219199258,0,0,0,0,0.073117947132478,0,0,0,7000,0,0,538000,1020000,6,807000,35,0.82,0,0.28,0.3,0.2,0,345000,370857.02,1498000,1000,0,0.01,0.01,0,0,0.13,0,0,0,0,0,0.09,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"관악구",1957,"남",0,2,510,28,19,52,"세대주",0,1,1,0,1,6,42000,23,282000,281250,0,24600,0,26000,0,6442,6014,428,2387,1456,0,0,4,3,2,3633000,0,0,0,0,0.00202998126171143,0,0.170206121174266,0,0,0,0,0,0,0.0368519675202998,0,0,0.0101499063085572,0.780762023735166,0,0,0,0,0,0,0,0,40000,6,3490000,88,0.86,0.06,0.55,0.27,0.1,0.12,1946000,1053488.06,4499000,160000,0,0,0.01,0,0,0,0,0,0.01,0,0,0,1,78,2,58,38,13,2,110,29,150,25,17,0,6
"동대문구",1970,"여",3,0,910,83,23,280,"세대주",0,0,1,0,0,6,38000,30,187210,179910,0,150000,0,32000,0,2357,2357,0,2381,264,0,0,6,5,1,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182603573532299,0,0.98173964264677,0,0,0,0,33000,0,0,396000,11,3473000,56,1,0.22,0.21,0.22,0.14,0.01,817000,383026.29,1345000,350000,0,0.01,0.44,0,0,0.33,0,0.02,0,0,0.02,0,0,0,0,0,0,23,36,250,30,570,46,31,9,48
"은평구",1980,"남",2,2,910,150,47,1000,"세대주",0,0,0,0,0,6,57000,10,121560,11160,0,0,0,0,0,6090,4143,1947,5575,0,0,0,1,3,3,3245000,0.042283950617284,0.0875771604938272,0,0.00216049382716049,0.206481481481481,0.00740740740740741,0.0262345679012346,0.00316358024691358,0.00748456790123457,0.0236111111111111,0.0151234567901235,0.234259259259259,0.181635802469136,0.080787037037037,0,0,0.000385802469135802,0.0162808641975309,0.0651234567901235,125000,0,0,547000,0,0,65000,606000,52,1467000,82,0.69,0.13,0.2,0.18,0.3,0.05,2219000,1053488.06,4541000,588000,0.17,0,0.37,0,0,0.39,0,0.04,0,0,0.05,0.02,15,29,0,3,11,180,62,10000,41,2100,64,98,6,190
"영등포구",1966,"남",1,0,420,NA,NA,NA,"세대주",0,0,1,0,0,6,58010,10,383430,400000,0,10000,0,0,0,1526,500,1026,1191,0,0,0,2,3,1,2072000,0.0972138705151333,0,0,0,0.0378833433553818,0,0,0,0,0,0.0157346161555422,0.580777710964121,0,0.268390459009822,0,0,0,0,0,0,0,0,39000,0,0,0,115000,12,2175000,77,0.93,0.21,0.21,0.15,0.16,0,938000,489368.18,2161000,245000,0,0,0.05,0,0,0.1,0,0.02,0,0,0.05,0.02,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강서구",1972,"남",2,0,420,NA,NA,NA,"세대주",0,1,1,0,0,6,45000,19,958250,790770,2,48000,0,48000,0,30513,26022,4491,25929,1280,0,0,3,4,11,8400000,0.204748008518022,0.000315482293556274,0.00110418802744696,0.0601782474958593,0.0781607382285669,0,0,0,0,0,0.0122249388753056,0.0130136446091963,0,0.0873885953150879,0,0,0.236059626153482,0.23369350895181,0.0731130215316665,1831000,0,0,252000,203000,0,3403000,31699000,230,7467000,211,0.64,0.16,0.21,0.23,0.26,0,23612000,16464471.92,66206000,14932000,0.03,0,0,0,0,0.44,0,0,0,0,0.04,0,34,35,0,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"중구",1983,"여",2,0,910,29,17,56,"세대주",0,0,1,0,0,6,27000,60,388330,338290,0,97902,0,126650,0,15,0,15,26,0,0,0,1,3,1,13000,0,0,0,0,0.312437059415911,0,0,0,0,0,0,0.0632552870090635,0.00415407854984894,0.564010574018127,0,0,0,0,0.0561430010070493,0,0,0,38000,3000,0,0,33000,1,0,0,1,0,0.35,0.1,0.25,0.15,320000,242451.12,1018000,0,0.08,0,0.14,0,0,0.86,0,0.02,0,0,0.03,0.04,0,13,0,0,6,97,50,1600,33,960,34,69,0,150
"도봉구",1976,"남",0,3,420,38,17,68,"세대주",0,1,1,0,0,6,49000,15,623700,587900,0,20000,0,20000,0,7026,6997,29,6566,0,0,0,2,4,3,5587000,0.0671547787749961,0,0,0.156510785703039,0.0566839867737364,0.00244056054164698,0.0237757833412061,0,0,0,0.000472366556447803,0.17855455833727,0.0749488269563848,0.107699574870099,0,0,0.000314911037631869,0.064792945992757,0.266650921114785,0,0,0,0,36000,0,458000,84000,8,3470000,234,0.41,0.13,0.18,0.1,0.18,0.43,4847000,6713046.11,29637000,275000,0.07,0,0.11,0,0,0.06,0,0.01,0,0,0.01,0,7,53,0,11,2,28,34,410,19,800,38,54,0,48
"강동구",1948,"남",3,0,510,NA,NA,NA,"세대주",0,0,0,0,0,6,32000,44,351250,348930,0,0,0,0,0,139,139,0,133,0,0,0,5,1,1,137000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319000,4,0,0,1,1,0,0,0.1,0,248000,377406.56,1369000,240000,0,0.05,0.24,0,0,0.06,0,0,0,0.02,1,0,0,35,1,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"구로구",1970,"남",1,1,420,50,19,150,"세대주",0,1,0,0,0,6,65000,7,734380,734380,0,0,0,0,0,3025,3004,21,3236,0,0,0,2,1,2,1657000,0.0933424177535526,0,0,0.00272532606579716,0.618065018493284,0,0.0368892349620401,0,0,0.00175199532801246,0.0105119719680748,0.0839984426708195,0,0,0,0,0,0.152715592758419,0,0,0,0,921000,0,0,0,29000,7,1476000,45,0.65,0.02,0.19,0.27,0.26,0,1324000,975117.26,3690000,647000,0.29,0.02,0.01,0,0,0.05,0.01,0.02,0,0,0,0,0,0,0,0,0,110,42,1800,30,2500,41,65,0,150
"광진구",1979,"여",1,1,420,NA,NA,NA,"세대주",0,0,1,0,0,6,27290,60,256000,253740,0,10000,0,0,0,23,0,23,15,0,0,0,0,2,1,52000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,28000,10,1,0,0.2,0,0.27,0,46000,184256.01,496000,0,0,0,0.11,0,0,0,0,0.04,0,0,0,0,0,62,17,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"마포구",1973,"남",1,0,510,NA,NA,NA,"세대주",0,0,1,0,0,6,37000,32,466250,476210,0,5000,0,5000,0,4092,39,4053,4131,0,0,0,2,2,2,3042000,0.0924196750238953,0,0,0,0.251305051099184,0,0.0413204911403573,0,0,0,0,0.159767664142342,0,0.0126461289611058,0.011322696860525,0,0,0.43121829277259,0,0,0,0,110000,257000,0,0,1779000,22,2369000,233,0.91,0.19,0.21,0.21,0.18,0.02,2037000,1629487.75,6200000,990000,0.03,0.13,0.04,0,0,0.08,0,0.01,0,0,0.46,0,0,17,0,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"서대문구",1975,"남",3,0,910,63,16,500,"세대주",0,0,0,0,0,6,47790,17,511180,547500,0,0,0,0,0,5361,5361,0,4202,0,0,561,4,2,3,3085000,0.265872240672006,0,0,0,0.556749365110373,0,0,0,0,0,0.00449306505176792,0,0.00527446766946669,0.0336003125610471,0,0,0.00214885719867162,0.131861691736667,0,0,0,0,0,12000,0,0,0,0,3174000,236,0.77,0.03,0.27,0.25,0.24,0,3262000,2500547.1,15352000,1468000,0.21,0,0.16,0,0,0.27,0,0.01,0.06,0,0,0,0,32,5,4,10,17,15,760,46,190,24,39,1,3
"강남구",1955,"여",0,1,420,NA,NA,NA,"세대주",0,0,0,0,0,6,36000,34,787050,787110,0,0,0,0,0,7147,7147,0,4846,6491,0,0,3,1,2,3687000,0.116852613035819,0,0.227980035231944,0.0145331767469172,0.0466823253082795,0,0.101879036993541,0,0,0.00807398708162067,0.00778038755137992,0,0.383440986494422,0.0717850851438638,0,0,0.00601879036993541,0.0118907809747504,0.00308279506752789,0,0,0,0,0,0,0,1152000,5,3922000,75,0.78,0.07,0.44,0.25,0,0,1943000,1400820.52,4782000,487000,0.13,0,0.07,0,0,0.03,0,0,0,0,0.1,0,2,18,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"구로구",1938,"남",1,0,420,NA,NA,NA,"세대주",0,1,0,0,0,6,27000,60,301510,310300,0,0,0,0,0,1295,358,937,986,0,0,0,2,2,1,1005000,0.326669644851463,0,0,0,0.0854366763457673,0,0,0,0,0,0.0177574268483359,0.0710297073933438,0,0.471521107884744,0,0,0.0275854366763458,0,0,0,0,0,0,15000,0,0,12000,6,1010000,34,0.84,0.21,0.4,0.06,0,0.02,553000,216988.11,879000,177000,0,0.04,0.02,0,0,0.36,0,0,0,0,0,0.18,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"관악구",1951,"남",2,0,910,21,7,210,"세대주",0,1,0,0,0,6,24000,71,240000,227800,0,0,0,0,0,43,43,0,48,0,0,0,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,23000,1,0,0,1,0,0,0,0,0,125000,232529.05,705000,0,0.04,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,23,28,260,22,530,29,23,0,28
"노원구",1965,"여",1,0,910,130,36,990,"세대주",0,0,0,0,0,6,67460,7,464170,409360,0,0,0,0,0,6979,6561,418,4920,321,0,0,6,1,3,3893000,0.185147115508159,0,0.114094822048053,0.000256970319928048,0.644867017859437,0,0.00860850571758962,0,0,0.0037260696389567,0,0.0205576255942439,0,0,0.00899396119748169,0,0,0,0.0137479121161506,0,0,0,216000,212000,0,0,1627000,10,3437000,118,0.71,0.13,0.28,0.18,0.2,0,2674000,980485.07,4675000,629000,0.11,0.03,0.02,0,0,0.1,0,0,0,0,0.03,0,0,17,0,2,4,240,92,7600,46,3500,50,100,150,220
"관악구",1950,"남",2,0,910,22,7,120,"세대주",0,1,0,0,0,6,22000,78,361800,332640,1,0,0,0,0,725,725,0,313,0,0,0,2,0,1,401000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,360000,10,0.91,0,0.15,0.18,0.27,0,276000,50470.16,317000,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2,69,14,52,30,560,27,530,49,16,0,24
"양천구",1973,"남",2,0,420,NA,NA,NA,"세대주",0,1,0,0,0,6,43000,22,958250,974520,0,0,0,0,0,4239,4239,0,4052,653,0,0,4,2,2,1850000,0.112794233584863,0,0.433832638810677,0.0991102601644329,0.0826106543529677,0.00653226714720126,0.00957315012951909,0,0,0.0130082216465818,0.00354769681270413,0.160096857754252,0,0.0314787701317716,0,0,0.0130645342944025,0.0343507151706273,0,0,0,0,55000,150000,0,0,2799000,30,1843000,81,0.79,0.17,0.05,0.09,0.55,0.03,1447000,591246.68,2592000,786000,0.23,0.04,0.01,0,0,0.1,0,0,0,0,0,0.01,6,221,59,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강동구",1972,"여",2,0,910,110,86,650,"세대주",0,0,1,0,0,6,32000,44,322930,312750,1,15000,0,28000,0,14419,14419,0,16535,0,0,0,2,2,5,18104000,0.284119106699752,0,0,0.202410492733073,0.153580290677065,0.00460829493087558,0.1149415101028,0.0140021269053527,0,0,0.00283587380361574,0.0660226869904289,0.00132931584544488,0.053881602268699,0.00620347394540943,0,0,0,0.0960652250974832,0,0,0,538000,138000,162000,0,2092000,46,47249000,220,0.62,0.17,0.16,0.16,0.35,0.03,11595000,16900122.01,66206000,2189000,0,0,0,0.01,0,0.01,0,0.03,0.02,0.01,0,0,3,124,0,30,17,120,33,6700,55,2100,50,82,88,130
"송파구",1947,"여",1,0,910,NA,NA,NA,"세대주",0,1,0,0,0,6,23000,74,705410,688770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5773.5,30000,0,0,0.28,0,0,0,0.19,0,0.14,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"금천구",1975,"여",3,0,420,71,14,280,"세대주",0,0,1,0,0,6,38000,30,189000,161670,0,52500,0,70300,34800,5556,5287,269,2003,2253,0,0,4,3,2,2944000,0.111996811478677,0,0,0.177361498605022,0.335193304105221,0.0920685532084496,0,0,0,0.10701474691112,0,0.0049820645675568,0,0.090872857712236,0,0,0.0420486249501794,0,0.0384615384615385,0,0,0,18000,85000,0,0,1503000,26,2596000,157,0.72,0.37,0.21,0.13,0.17,0.09,1824000,1147212.86,4636000,643000,0.05,0,0,0,0,0.01,0,0.16,0,0,0,0,2,0,0,0,0,110,55,3900,42,700,63,140,29,150
"서초구",1933,"여",0,1,910,NA,NA,NA,"세대주",0,0,1,0,0,6,25000,68,1321750,1335410,0,1740000,1475000,0,0,2705,2705,0,2257,487,0,0,1,1,1,2603000,0.14533185617887,0,0,0,0.576392385940175,0,0.0817806425621916,0,0,0,0,0,0.00906435693423305,0.18743075838453,0,0,0,0,0,0,0,0,192000,34000,0,0,905000,14,2304000,60,0.81,0.13,0.46,0,0.08,0,738000,721498.39,2841000,217000,0.16,0.04,0.02,0,0,0.12,0,0.22,0,0,0,0.13,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"광진구",1973,"남",3,1,510,NA,NA,NA,"세대주",0,0,0,0,1,6,35000,36,1054600,1036560,0,0,0,0,0,39,39,0,48,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6000,1,0,0,0,0,0,0,0,0,45000,202036.1,710000,0,0.15,0.02,0,0,0,0.05,0,0,0,0,0,0,0,137,0,62,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"서대문구",1961,"남",1,0,420,19,10,43,"세대주",0,1,1,0,0,6,24000,71,204000,200000,1,20000,0,19993,0,5,0,5,0,0,0,0,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,16325,34000,0,0,0.11,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,44,2700,39,890,39,110,4,120
"강서구",1989,"여",0,2,420,62,21,400,"세대주",0,0,1,0,0,6,36000,34,385290,382850,0,33500,0,21600,0,18926,18926,0,14389,1280,16400,0,6,3,5,11883000,0.038672165506051,0,0.00520586843350686,0.0659184639307687,0.1101345412751,0.259414508822933,0.200324521668582,0,0,0,0.00114934757622879,0.0541545534446623,0.126631059428031,0.0202149956054357,0.0126428233385167,0,0.00892434588601176,0.00946521533364884,0.087147589750524,1949000,0,0,0,34000,0,2489000,3528000,81,12891000,143,0.98,0.17,0.18,0.18,0.35,0.02,6228000,6054442.15,17968000,2925000,0.03,0,0.08,0,0.03,0.49,0,0,0,0,0.06,0,4,432,167,125,18,37,7,160,35,120,31,1,0,18
"광진구",1968,"여",1,0,420,21,10,50,"세대주",0,0,0,0,0,6,24000,71,140000,143420,0,0,0,0,0,1638,1504,134,1819,0,0,0,1,2,1,1421000,0.252443384982122,0,0,0,0.169129916567342,0.00524433849821216,0,0,0,0,0,0,0,0.0487485101311085,0,0,0.0587604290822408,0.104648390941597,0.361025029797378,0,0,0,89000,51000,0,0,0,0,1276000,58,0.57,0.05,0.14,0.13,0.31,0,824000,404934.62,1810000,366000,0.03,0.04,0.03,0,0,0.17,0,0.04,0,0,0,0,0,0,0,0,0,110,54,5700,46,3000,41,38,48,140
"강서구",1942,"남",1,0,420,NA,NA,NA,"세대주",0,0,1,0,0,6,24000,71,288640,294000,0,18000,0,28000,0,3227,3227,0,1137,162,0,0,2,1,2,3129000,0.162539471497424,0,0,0.0036563071297989,0.456373608110354,0,0,0,0,0.00664783114508891,0,0.172511218215057,0.0242645836795745,0.0681402692371614,0,0,0,0.105866710985541,0,0,0,0,132000,74000,0,0,218000,14,3087000,65,0.42,0.09,0.32,0.3,0.22,0,1445000,449993,2109000,569000,0.07,0.01,0.01,0,0,0.2,0,0,0,0,0.05,0.05,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"성북구",1974,"남",2,0,420,29,15,170,"세대주",0,0,1,0,0,6,35000,36,247500,245410,0,24600,0,25000,0,1217,0,1217,1058,0,0,0,0,1,1,1020000,0.440674753601213,0,0,0.0511751326762699,0.247251705837756,0,0.00416982562547384,0.0737300985595148,0,0.00530705079605762,0,0,0,0.168783169067475,0,0,0,0,0.00890826383623958,0,0,0,22000,254000,0,0,668000,36,235000,100,0.64,0.11,0.15,0.08,0.18,0.19,552000,165107.1,1033000,308000,0.03,0.34,0.02,0,0,0.03,0,0,0,0,0.09,0,1,98,2,24,22,90,36,2500,27,1100,28,38,3,120
"송파구",1972,"남",2,0,910,NA,NA,NA,"세대주",0,0,0,0,0,6,35000,36,339710,336710,0,0,0,0,0,599,599,0,605,0,0,0,1,2,1,573000,0.136866096866097,0,0,0.0214245014245014,0.447179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0.394529914529915,0,0,0,0,120000,15000,0,0,101000,10,563000,49,0.75,0.01,0.37,0.16,0.19,0.04,279000,171839.07,654000,138000,0.1,0.01,0.07,0,0,0.07,0,0.01,0,0,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"서초구",1954,"남",0,1,440,NA,NA,NA,"세대주",0,1,0,0,0,6,161000,1,2223270,2227500,0,0,0,0,0,23606,23606,0,17348,0,0,0,3,0,11,1877000,0.00855112609900036,0,0.00626279657954956,0,0.0191497049259304,0,0.0107190172226906,0,0,0,0,0.193785378778755,0,0.58906419366494,0,0,0,0.115982175117427,0.0564856076117066,0,0,0,24000,0,0,0,33920000,24,10081000,17,0.75,0.29,0.25,0.22,0.23,0,21954000,4170741.87,21572000,14932000,0.01,0,0,0,0,0.07,0,0,0,0,0.41,0.01,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
